source_row,normalized_source_url,asset_type,root_key,root_asset_id,root_asset_name,node_card_id,node_card_name,parent_card_id,recursion_depth,dependency_type,schema_name,object_name,normalized_object,derived_lineage_status,upstream_core_objects,evidence_status,notes,unresolved_reason
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,63795,Quarter Wise Cross Sell User Count,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,63795,Quarter Wise Cross Sell User Count,,0,cte,,user_details,user_details,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,63795,Quarter Wise Cross Sell User Count,,0,cte,,order_detail,order_detail,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,63795,Quarter Wise Cross Sell User Count,,0,cte,,user_count_details,user_count_details,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,64443,Current Month Day Wise Cross Sell VS D2C,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,64443,Current Month Day Wise Cross Sell VS D2C,,0,cte,,final_data,final_data,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65195,EBO - Cross Sell VS D2C,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65159,EBO Cross Sell - Majority Service Wise,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65138,EBO Cross Sell - Cohort Wise,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,64117,EBO Cross Sell - Month_Store Wise,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65196,EBO - Category Wise Cross Sell VS D2C,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65196,EBO - Category Wise Cross Sell VS D2C,,0,cte,,combined_data,combined_data,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65198,EBO Cross Sell - Category Wise,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65123,EBO Cross Sell - Store_Category Wise,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65124,EBO Cross Sell - Store Wise,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65122,EBO Cross Sell - Month_Store_Category Wise,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65202,EBO - Cross-Sell Trend – Last 12 Months,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65204,Cross Sell VS D2C,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,66102,Source Wise Cross Sell VS D2C,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,66102,Source Wise Cross Sell VS D2C,,0,cte,,combined_data,combined_data,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,66114,Active VS Expired GMV  Summary,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,66134,Active VS Expired GMV  Summary  – Last 12 Months,,0,table,dwh_fitness_metrics,cross_sell_orders,dwh_fitness_metrics.cross_sell_orders,unresolved,,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65637,EBO -  Cross Sell Market Size,,0,table,dwh_fitness_mart,center_dim,dwh_fitness_mart.center_dim,source_table,dwh_fitness_mart.center_dim,query_sql|metadata_json|result_blocked,,
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65637,EBO -  Cross Sell Market Size,,0,table,gs_d2c.default,ebo_store_location,gs_d2c.default.ebo_store_location,unresolved,,query_sql|metadata_json|result_blocked,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65637,EBO -  Cross Sell Market Size,,0,table,dwh_fitness_metrics,fs_cohorts,dwh_fitness_metrics.fs_cohorts,unresolved,,query_sql|metadata_json|result_blocked,,Relation not found in local dbt manifest.
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65637,EBO -  Cross Sell Market Size,,0,table,dwh_fitness_mart,membership_dim,dwh_fitness_mart.membership_dim,source_table,dwh_fitness_mart.membership_dim,query_sql|metadata_json|result_blocked,,
25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,dashboard-3604,3604,Cross Sell Dashboard,65637,EBO -  Cross Sell Market Size,,0,cte,,fs_cohorts,fs_cohorts,unresolved,,query_sql|metadata_json|result_blocked,,Relation not found in local dbt manifest.
