sales_type,category,order_id,order_created_date,order_month,user_id,fitso_user_id,source,pack_id,pack_name,membership_service_id,revenue_type,mrp,price,instant_discount,fitcash,platform_fee,total_amount_payable,fitcash_refunded,total_refund,gmv,max_payment_channel,selected_payment_mode,group_order_payment_channel,group_order_payment_mode,is_gift_card_used,gift_card_amount,final_center_name,final_center_service_id,fin_cen_type,fin_cen_city,fin_cen_state,fin_cen_ownership_type,purchase_center_name,purchase_center_service_id,pur_cen_type,pur_cen_city,pur_cen_state,attribution_status,attribution_date,attributed_centername,attributed_centerservice_id,payment_gateway,pg_method,method_detail,pg_charges,juspay_charges,is_ppc,gst_base_amt,gst%,gst_amt,cgst,sgst,pfgst_base,pfgst%,pfgst_amt,sellerdetails_gstinno,sellerdetails_sellerid,sellerdetails_name,invoice_no,extrachargeinvoiceid,subscription_id,purchase_token,test_flag,bill_details,Remarks
GYM PT Pipeline,GYMFIT_PT,4089471794,"March 31, 2026","March 1, 2026",75142629,,GYMFIT_PARTNER,GYMPT42176,Level 4 Personal Training - 100 Sessions (Center-wide Pack),,Credit,"1,36,000","1,36,000",,0,,"1,36,000",,,"1,36,000",MANUAL,MANUAL,MANUAL,MANUAL,0,,Fitness First - Ambience Mall,3517,GYM,Gurgaon,HARYANA,FOFO,Fitness First - Ambience Mall,3517,,,,,,,,CASH,CASH,CASH,,,0,"1,29,523.81",5,"6,476.19","3,238.1","3,238.1",,,,06AAGCC5859A1ZT,SELLER_CULT_GGN,Cultfit Healthcare Private Limited,0038560019,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087887592,"March 31, 2026","March 1, 2026",101139032,,GYMFIT_PARTNER,CULTPACK_LtjwEf,12 Month CultPass Elite Plus,"9,08,82,084",Credit,"47,000","16,200",,0,140,"16,340",,,"16,340",MANUAL,MANUAL,MANUAL,MANUAL,0,,"Cult Gym BTM 4th Stage, Vijaya Bank Layout",2608,GYM,Bangalore,,FOFO,"Cult Gym BTM 4th Stage, Vijaya Bank Layout(BTM 4th Stage)",2608,GYM,Bangalore,,Attributed,"April 20, 2026, 5:30 AM","Cult Gym BTM 4th Stage, Vijaya Bank Layout",2608,CASH,CASH,CASH,,,0,"15,428.57",5,771.43,385.71,385.71,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038548469,0000820982,,,,,
Atcenter Fitness(Elite & Pro & LUX),LUX,4087922821,"March 31, 2026","March 1, 2026",74501929,,GYMFIT_PARTNER,LUXPACK_GTQNrd,12 Months,"9,08,82,412",Credit,"31,270","15,874",,0,,"15,874",,,"15,874",MANUAL,MANUAL,MANUAL,MANUAL,0,,Gold's Gym (Yelanahalli),2596,GYM,Bangalore,,FOFO,Gold's Gym (Yelanahalli),2596,GYM,Bangalore,,Not_Yet_Attributed,"March 31, 2026, 12:00 AM",Gold's Gym (Yelanahalli),2596,CASH,CASH,CASH,,,0,"15,118.1",5,755.9,377.95,377.95,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038548716,,,,,,Outlier
Atcenter Fitness(Elite & Pro & LUX),PRO,4087820577,"March 31, 2026","March 1, 2026",101559213,,CUREFIT_APP,GYMFIT_xWQ7Zs,12 Months cultpass PRO Retention PACK,"9,08,81,216",Credit,"22,990","10,750",,0,140,"10,890",,,"10,890",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,cult neo gym Boduppal,3098,GYM,Hyderabad,TELANGANA,COCO,cult neo gym Boduppal(Boduppal),3098,GYM,Hyderabad,TELANGANA,Not_Yet_Attributed,,cult neo gym Boduppal,3098,CASHFREE,UPI,Trns > 2K,1.09,11.98,0,"10,238.1",5,511.9,255.95,255.95,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038548083,0000820696,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088988149,"March 31, 2026","March 1, 2026",106163060,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,92,749",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Beeramguda,3586,GX,Hyderabad,TELANGANA,FOFO,Cult Beeramguda(Beeramguda),3586,GX,Hyderabad,TELANGANA,Curefit_Attributed,"April 19, 2026, 12:00 AM",cure.fit GX Hyderabad,2154,CASHFREE,DEBIT CARD (ANY OTHER),Trns > 2K,118.4,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038557417,0000828116,,,,,
Fitso Sales Dump (Cult Play),PLAY,4089201033,"March 31, 2026","March 1, 2026",106187709,18735217,CUREFIT,PLAYPACKNEW38687,Swim | Delhi Cult Dummy Sport Pack | 12 month,,Credit,"42,990","13,995","1,055",0,140,"14,135.17",,,"14,135.17",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Dwarka 10 Swimming,2411,SPORTS,Gurgaon,,COCO,Cult Dwarka 10 Swimming,2411,,,,,,,,HDFC,EMI Credit Card,Others,190.82,15.55,0,"11,860.31",18,"2,134.86","1,067.43","1,067.43",118.64,18,21.36,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038558440,0000829008,263541,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088140993,"March 31, 2026","March 1, 2026",91513039,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,84,552",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Uttarahalli,1038,GYM,Bangalore,Karnataka,FOFO,Cult Uttarahalli(Uttarahalli),1052,GX,Bangalore,Karnataka,Attributed,"April 8, 2026, 12:00 AM",Cult Gym Uttarahalli,1038,CASHFREE,UPI,Trns > 2K,1.55,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038550147,0000822222,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088852636,"March 31, 2026","March 1, 2026",93352715,,GYMFIT_PARTNER,GYMFIT_rbPHQa,12 Months cultpass PRO,"9,08,91,436",Credit,"23,990","11,200",,0,140,"11,340",,,"11,340",MANUAL,MANUAL,MANUAL,MANUAL,0,,Absolute Fitness Studio,706,GYM,Hyderabad,Telangana,MARKETPLACE,Absolute Fitness Studio(Kukatpally),706,GYM,Hyderabad,Telangana,Attributed,"April 8, 2026, 12:00 AM",Absolute Fitness Studio,706,CASH,CASH,CASH,,,0,"10,666.67",5,533.33,266.67,266.67,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038556092,0000827005,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088964353,"March 31, 2026","March 1, 2026",89945995,,GYMFIT_PARTNER,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,92,446",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Brigade Road,232,GX,Bangalore,Karnataka,COCO,Cult Brigade Road(Brigade Road),232,GX,Bangalore,Karnataka,Attributed,"April 2, 2026, 5:30 AM",Cult Brigade Road,232,CASH,CASH,CASH,,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038556882,0000827671,,,,,
GYM PT Pipeline,GYMFIT_PT,4088867276,"March 31, 2026","March 1, 2026",97740319,,GYMFIT_PARTNER,GYMPT19683,Level 7 Personal Training - 36 Sessions (Center-wide Pack),,Credit,"58,400","55,480",,0,,"55,480",,,"55,480",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult gym Thane Hiranandani estate,3047,GYM,Navi_Mum_And_Thane,MAHARASHTRA,COCO,Cult gym Thane Hiranandani estate,3047,,,,,,,,CASH,CASH,CASH,,,0,"52,838.1",5,"2,641.9","1,320.95","1,320.95",,,,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038556186,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088303761,"March 31, 2026","March 1, 2026",97655640,,CUREFIT_APP,CULTWORKOUT84,Dance Fitness,,Credit,400,400,,0,,400,,,400,JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Tribe Indiranagar(Indiranagar),121,GX,Bangalore,Karnataka,COCO,Cult Tribe Indiranagar(Indiranagar),121,,,Karnataka,Not_Yet_Attributed,,,,PINELABS_ONLINE,UPI,Trns < 2K,,0.44,1,380.95,5,19.05,9.52,9.52,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038551499,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087633998,"March 31, 2026","March 1, 2026",106186592,,GYMFIT_PARTNER,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,78,844",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",MANUAL,MANUAL,MANUAL,MANUAL,0,,GymPoint Fitness Studio (Karmanghat),3023,GYM,Hyderabad,TELANGANA,MARKETPLACE,GymPoint Fitness Studio (Karmanghat)(Karmanghat),3023,GYM,Hyderabad,TELANGANA,Attributed,"April 6, 2026, 5:30 AM",GymPoint Fitness Studio (Karmanghat),3023,CASH,CASH,CASH,,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038546695,0000819725,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087664960,"March 31, 2026","March 1, 2026",97055126,,CUREFIT_APP,CULTWORKOUT361,Evolve Yoga,,Credit,500,500,,0,,500,,,500,JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Shollinganallur(Sholinganallur),3006,GX,Chennai,,COCO,Cult Shollinganallur(Sholinganallur),3006,,,,Not_Yet_Attributed,,,,PINELABS_ONLINE,UPI,Trns < 2K,,0.55,1,476.19,5,23.81,11.9,11.9,,,,33AAGCC6845A1Z0,SELLER_CULT_TN_2,Curefit Services Private Limited,0038546964,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088664972,"March 31, 2026","March 1, 2026",106199109,,GYMFIT_PARTNER,CULTPACK_LlWz5R,12 Month cultpass ELITE,"9,08,89,606",Credit,"43,380","15,099",,0,140,"15,239",,,"15,239",MANUAL,MANUAL,MANUAL,MANUAL,0,,Gold's Gym Baner,740,GYM,Pune,Maharashtra,MARKETPLACE,Gold's Gym Baner(Baner),740,GYM,Pune,Maharashtra,Attributed,"April 1, 2026, 5:30 AM",Gold's Gym Baner,740,CASH,CASH,CASH,,,0,"14,380",5,719,359.5,359.5,118.64,18,21.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038554434,0000825556,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087711621,"March 31, 2026","March 1, 2026",95032217,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,79,525",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Mahadevpura,1076,GYM,Bangalore,Karnataka,FOFO,Cult Gym Mahadevpura(Mahadevpura),1076,GYM,Bangalore,Karnataka,Attributed,"April 7, 2026, 12:00 AM",Cult Gym Mahadevpura,1076,PINELABS_ONLINE,CREDIT CARD,Credit Trns,,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038547342,0000820175,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088451423,"March 31, 2026","March 1, 2026",95474387,,CUREFIT_APP,CULTPACK_LtjwEf,12 Month CultPass Elite Plus,"9,08,87,680",Credit,"47,000","16,850",,0,140,"16,990",,,"16,990",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Gold's Gym (Yelahanka),721,GYM,Bangalore,Karnataka,MARKETPLACE,Gold's Gym (Yelahanka)(Yelahanka),721,GYM,Bangalore,Karnataka,Not_Yet_Attributed,,Gold's Gym (Yelahanka),721,CASHFREE,UPI,Trns > 2K,1.7,18.69,0,"16,047.62",5,802.38,401.19,401.19,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038552735,0000824184,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4087619492,"March 31, 2026","March 1, 2026",105715627,,GYMFIT_PARTNER,GYMFIT_3PAzxq,6 Months cultpass PRO,"9,08,78,731",Credit,"17,990","9,535",,0,105,"9,640",,,"9,640",MANUAL,MANUAL,MANUAL,MANUAL,0,,Intense Fitness,2514,GYM,Gurgaon,UTTAR PRADESH,MARKETPLACE,Intense Fitness(Ghaziabad),2514,GYM,Gurgaon,UTTAR PRADESH,Attributed,"May 1, 2026, 12:00 AM",Intense Fitness,2514,CASH,CASH,CASH,,,0,"9,080.95",5,454.05,227.02,227.02,88.98,18,16.02,09AAGCC5859A1ZN,SELLER_CULT_NOI,Cultfit Healthcare Private Limited,0038546591,0000819655,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088950734,"March 31, 2026","March 1, 2026",95614311,,CUREFIT_APP,CULTPACK_ro7B7x,12 Month cultpass ELITE,"9,08,92,501",Credit,"58,150","18,294",556,0,140,"18,434.23",,,"18,990.23",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Battle Fit Gym (Sarvodaya Enclave),1496,GYM,Gurgaon,Delhi,MARKETPLACE,Battle Fit Gym (Sarvodaya Enclave)(Sarvodaya Enclave),1496,GYM,Gurgaon,Delhi,Attributed,"April 6, 2026, 5:30 AM",Battle Fit Gym (Sarvodaya Enclave),1496,PAYU,EMI Debit Card,Debit Trns,313.38,20.28,0,"17,423.08",5,871.15,435.58,435.58,118.64,18,21.36,07AAGCC5859A1ZR,SELLER_CULT_DEL,Cultfit Healthcare Private Limited,0038556960,0000827733,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087854689,"March 31, 2026","March 1, 2026",89200492,,CUREFIT_APP,CULTPACK_cTqAAQ,12 Months cultpass ELITE- exclusive renewal user,"9,08,81,629",Credit,"45,550","13,098","1,250",0,140,"13,238.53",,,"14,488.53",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Sarjapur,118,GX,Bangalore,Karnataka,COCO,Cult Sarjapur(Others),118,GX,Bangalore,Karnataka,Curefit_Attributed,"April 6, 2026, 12:00 AM",cure.fit GX Bangalore,2153,PAYU,EMI Credit Card,Credit Trns,225.06,14.56,0,"12,474.79",5,623.74,311.87,311.87,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038548311,0000820865,,,,,
GYM PT Pipeline,GYMFIT_PT,4087569943,"March 31, 2026","March 1, 2026",2363504,,TRAINER_APP,GYMPT170,Level 3 Personal Training - 1 Session,,Credit,"1,600",0,,0,,0,,,0,MANUAL,MANUAL,MANUAL,MANUAL,0,,cult neo gym Uttam Nagar,3263,GYM,Gurgaon,,COCO,cult neo gym Uttam Nagar,3263,,,,,,,,CASH,CASH,CASH,,,0,0,5,0,0,0,,,,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038546191,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089315474,"March 31, 2026","March 1, 2026",106203055,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,95,328",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,"Cult Kanakapura Road, Raghuvanahalli",2498,GX,Bangalore,,COCO,"Cult Kanakapura Road, Raghuvanahalli(Kanakpura Road)",2498,GX,Bangalore,,Not_Yet_Attributed,,"Cult Kanakapura Road, Raghuvanahalli",2498,CASHFREE,UPI,Trns > 2K,1.55,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038559079,0000829545,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4089152745,"March 31, 2026","March 1, 2026",98773696,,CUREFIT_APP,GYMFIT_rbPHQa,12 Months cultpass PRO,"9,08,93,641",Credit,"23,990","11,250",,0,140,"11,390",,,"11,390",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Pledge Fitness,37,GYM,Hyderabad,Telangana,MARKETPLACE,Conquest Fitness (Kukatpally)(Kukatpally),893,GYM,Hyderabad,Telangana,Attributed,"April 11, 2026, 12:00 AM",Pledge Fitness,37,CASHFREE,UPI,Trns > 2K,1.14,12.53,0,"10,714.29",5,535.71,267.86,267.86,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038557878,0000828506,,,,,
GYM PT Pipeline,GYMFIT_PT,4088997161,"March 31, 2026","March 1, 2026",99427091,,GYMFIT_PARTNER,GYMPT10237,Level 3 Personal Training - 12 Sessions (Center-wide Pack),,Credit,"12,600","12,600",,0,,"12,600",,,"12,600",PAYTM_POS,POS,PAYTM_POS,POS,0,,Cult Neo Gym TC Palya,2431,GYM,Bangalore,,COCO,Cult Neo Gym TC Palya,2431,,,,,,,,PAYTM_POS,UPI,Trns > 2K,0,,0,"12,000",5,600,300,300,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038557223,,,,,,
Fitso Sales Dump (Cult Play),PLAY,4088313074,"March 31, 2026","March 1, 2026",176058,12366282,CUREFIT,PLAYPACKNEW4808,Badminton | Masterkey - Bangalore - 365 days | 12 month,,Credit,"42,990","14,100",,0,140,"14,240",,,"14,240",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Fitso Thubarahalli MKR Sports Arena,1152,SPORTS,Bangalore,Karnataka,COCO,Fitso Thubarahalli MKR Sports Arena,1152,,,Karnataka,,,,,CASHFREE,UPI,Trns > 2K,1.42,15.66,0,"11,949.15",18,"2,150.85","1,075.42","1,075.42",118.64,18,21.36,29AADCJ5540N1Z4,SELLER_PLAY_JOGO_KARNATAKA,Jogo Technologies Pvt Ltd,0038551573,0000823273,263223,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4087799376,"March 31, 2026","March 1, 2026",17484531,,GYMFIT_PARTNER,GYMFIT_00Cvke,12 Months Pro Plus,"9,08,80,269",Credit,"25,990","12,400",,0,140,"12,540",,,"12,540",PAYTM_POS,POS,PAYTM_POS,POS,0,,HRX Gym AS Rao Nagar,1148,GYM,Hyderabad,Telangana,COCO,HRX Gym AS Rao Nagar(AS Rao Nagar),1148,GYM,Hyderabad,Telangana,Attributed,"May 6, 2026, 12:00 AM",HRX Gym AS Rao Nagar,1148,PAYTM_POS,UPI,Trns > 2K,0,,0,"11,809.52",5,590.48,295.24,295.24,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038547934,0000820595,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088631579,"March 31, 2026","March 1, 2026",106177677,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,89,441",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Stark Fitness Studio (Sainikpuri),1036,GYM,Hyderabad,Telangana,MARKETPLACE,Stark Fitness Studio (Sainikpuri)(Sainikpuri),1036,GYM,Hyderabad,Telangana,Attributed,"April 3, 2026, 5:30 AM",Stark Fitness Studio (Sainikpuri),1036,HDFC,CREDIT CARD,Credit Trns,177.6,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038554302,0000825456,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088282406,"March 31, 2026","March 1, 2026",94894515,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,85,906",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,MERCHANT_CONTAINER,JUSPAY_RP,MERCHANT_CONTAINER,1,"14,800",Cult Gym Kothapet,2520,GYM,Hyderabad,TELANGANA,COCO,Cult Dilsukhnagar (Dilsukhnagar),290,GX,Hyderabad,Telangana,Attributed,"April 14, 2026, 12:00 AM",Cult Gym Kothapet,2520,MERCHANT_CONTAINER,MERCHANT_CONTAINER,Fitcash/GiftCard,0,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038551281,0000823053,,,,,
Atcenter Fitness(Elite & Pro & LUX),LUX,4088774929,"March 31, 2026","March 1, 2026",106089718,,GYMFIT_PARTNER,LUXPACK_6QHwkW,1 Month,"9,08,90,702",Credit,"14,999","10,000",,0,,"10,000",,,"10,000",MANUAL,MANUAL,MANUAL,MANUAL,0,,Reset Bandra,3518,GYM,Mumbai,,COCO,Reset Bandra,3518,GYM,Mumbai,,Attributed,"March 31, 2026, 12:00 AM",Reset Bandra,3518,CASH,CASH,CASH,,,0,"9,523.81",5,476.19,238.1,238.1,,,,27AAGCC5859A1ZP,SELLER_CULT_BOM,Cultfit Healthcare Private Limited,0038555440,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088576517,"March 31, 2026","March 1, 2026",105654282,,CUREFIT_APP,CULTPACK_LlWz5R,12 Month cultpass ELITE,"9,08,88,895",Credit,"43,380","15,099",,0,140,"15,239",,,"15,239",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult gym Pimple Nilakh,3696,GYM,Pune,MAHARASHTRA,FOFO,Cult Pimple Nilakh(Pimple Nilakh),3697,GX,Pune,MAHARASHTRA,Attributed,"March 31, 2026, 7:54 PM",Cult gym Pimple Nilakh,3696,HDFC,CREDIT CARD,Credit Trns,182.87,16.76,0,"14,380",5,719,359.5,359.5,118.64,18,21.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038553827,0000825078,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088758734,"March 31, 2026","March 1, 2026",350817,,GYMFIT_PARTNER,CULTPACK_sQa3Vx,12 Month cultpass ELITE,"9,08,90,503",Credit,"63,450","22,799",,0,140,"22,939",,,"22,939",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Lokhandwala,1812,GYM,Mumbai,MAHARASHTRA,COCO,Cult Gym Lokhandwala(Andheri West),1812,GYM,Mumbai,MAHARASHTRA,Attributed,"April 21, 2026, 5:30 AM",Cult Gym Lokhandwala,1812,CASH,CASH,CASH,,,0,"21,713.33",5,"1,085.67",542.83,542.83,118.64,18,21.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038555207,0000826227,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089286287,"March 31, 2026","March 1, 2026",98240446,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,94,949",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Neeladri Road ECity,1191,GYM,Bangalore,Karnataka,FOFO,Cult Neeladri Road ECity(Electronic City),1192,GX,Bangalore,Karnataka,Not_Yet_Attributed,,Cult Neeladri Road ECity,1192,CASHFREE,UPI,Trns > 2K,1.55,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038558973,0000829459,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088345987,"March 31, 2026","March 1, 2026",95793366,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,86,548",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Mahadevapura,134,GX,Bangalore,Karnataka,COCO,Cult Mahadevapura (Mahadevpura),134,GX,Bangalore,Karnataka,Not_Yet_Attributed,,Cult Mahadevapura ,134,HDFC,CREDIT CARD,Credit Trns,177.6,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038551838,0000823474,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088295546,"March 31, 2026","March 1, 2026",24916182,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,86,066",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Mahadevapura,134,GX,Bangalore,Karnataka,COCO,Cult Mahadevapura (Mahadevpura),134,GX,Bangalore,Karnataka,Not_Yet_Attributed,,Cult Mahadevapura ,134,CASHFREE,CREDIT CARD,Credit Trns,256.04,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038551426,0000823167,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088813101,"March 31, 2026","March 1, 2026",66797899,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,91,106",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,"Cult Gym Banashankari 2nd Stage, Siddanna Layout",2754,GYM,Bangalore,,COCO,"Cult Banashankari 2nd Stage, Siddanna Layout(Banashankari)",2755,GX,Bangalore,,Attributed,"April 21, 2026, 5:30 AM","Cult Gym Banashankari 2nd Stage, Siddanna Layout",2754,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038555704,0000826685,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089438926,"March 31, 2026","March 1, 2026",102132646,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,96,513",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Uttarahalli,1038,GYM,Bangalore,Karnataka,FOFO,Cult Uttarahalli(Uttarahalli),1052,GX,Bangalore,Karnataka,Attributed,"April 10, 2026, 12:00 AM",Cult Gym Uttarahalli,1038,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038559737,0000830097,,,,,
