sales_type,category,order_id,order_created_date,order_month,user_id,fitso_user_id,source,pack_id,pack_name,membership_service_id,revenue_type,mrp,price,instant_discount,fitcash,platform_fee,total_amount_payable,fitcash_refunded,total_refund,gmv,max_payment_channel,selected_payment_mode,group_order_payment_channel,group_order_payment_mode,is_gift_card_used,gift_card_amount,final_center_name,final_center_service_id,fin_cen_type,fin_cen_city,fin_cen_state,fin_cen_ownership_type,purchase_center_name,purchase_center_service_id,pur_cen_type,pur_cen_city,pur_cen_state,attribution_status,attribution_date,attributed_centername,attributed_centerservice_id,payment_gateway,pg_method,method_detail,pg_charges,juspay_charges,is_ppc,gst_base_amt,gst%,gst_amt,cgst,sgst,pfgst_base,pfgst%,pfgst_amt,sellerdetails_gstinno,sellerdetails_sellerid,sellerdetails_name,invoice_no,extrachargeinvoiceid,subscription_id,purchase_token,test_flag,bill_details,Remarks
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088774435,"March 31, 2026","March 1, 2026",90587981,,CUREFIT_APP,CULTPACK_LlWz5R,12 Month cultpass ELITE,"9,08,90,716",Credit,"43,380","15,099",,0,140,"15,239",,,"15,239",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Kalyani Nagar,3462,GYM,Pune,MAHARASHTRA,COCO,Cult Kalyani Nagar(Kalyani Nagar),3467,GX,Pune,MAHARASHTRA,Attributed,"April 11, 2026, 12:00 AM",Cult Gym Kalyani Nagar,3462,HDFC,UPI,Trns > 2K,0,16.76,0,"14,380",5,719,359.5,359.5,118.64,18,21.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038555372,0000826373,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088526290,"March 31, 2026","March 1, 2026",83243080,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,88,457",Credit,"45,550","13,619","1,690",0,140,"13,759.75",,,"15,449.75",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Hoodi,230,GX,Bangalore,Karnataka,COCO,Cult Hoodi(Mahadevpura),230,GX,Bangalore,Karnataka,Not_Yet_Attributed,,Cult Hoodi,230,PAYU,EMI Credit Card,Credit Trns,233.92,15.14,0,"12,971.19",5,648.56,324.28,324.28,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038553443,0000824756,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089206654,"March 31, 2026","March 1, 2026",88505777,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,94,187",Credit,"45,550","14,614",696,0,140,"14,754.31",,,"15,450.31",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,GK Wellness Studio,2274,GYM,Bangalore,,MARKETPLACE,GK Wellness Studio(Arekere),2274,GYM,Bangalore,,Attributed,"April 26, 2026, 12:00 AM",GK Wellness Studio,2274,PINELABS_ONLINE,EMI Credit Card,Credit Trns,,16.23,0,"13,918.39",5,695.92,347.96,347.96,118.64,18,21.36,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038558427,0000828995,,,,,
Atcenter Fitness(Elite & Pro & LUX),LUX,4088594147,"March 31, 2026","March 1, 2026",91826202,,GYMFIT_PARTNER,LUXPACK_HOM97M,12 Months SELECT PACK,"9,08,89,094",Credit,"31,981","26,000",,0,,"26,000",,,"26,000",PAYTM_POS,POS,PAYTM_POS,POS,0,,Gold's Gym (Eco World Bellandur),1676,GYM,Bangalore,,FOFO,Gold's Gym (Eco World Bellandur),1676,GYM,Bangalore,,Attributed,"March 31, 2026, 12:00 AM",Gold's Gym (Eco World Bellandur),1676,PAYTM_POS,CREDIT CARD,Credit Trns,260,,0,"24,761.9",5,"1,238.1",619.05,619.05,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038553994,,,,,,
Atcenter Fitness(Elite & Pro & LUX),LUX,4089068787,"March 31, 2026","March 1, 2026",94561285,,GYMFIT_PARTNER,LUXPACK_HOM97M,12 Months SELECT PACK,"9,08,93,181",Credit,"31,981","26,000",,0,,"26,000",,,"26,000",MANUAL,MANUAL,MANUAL,MANUAL,0,,Gold's Gym (Eco World Bellandur),1676,GYM,Bangalore,,FOFO,Gold's Gym (Eco World Bellandur),1676,GYM,Bangalore,,Attributed,"March 31, 2026, 12:00 AM",Gold's Gym (Eco World Bellandur),1676,CASH,CASH,CASH,,,0,"24,761.9",5,"1,238.1",619.05,619.05,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038557720,,,,,,
At home live sales,LIVE,4088960891,"March 31, 2026","March 1, 2026",106200290,,CUREFIT_NEW_WEBSITE,CFLIVE_2401,24 Months,,Credit,,,,0,,"2,779",,,"2,779",JUSPAY_RP,,JUSPAY_RP,,0,,,,,,,,,,,,,,,,,PINELABS_ONLINE,UPI,Trns > 2K,,3.06,0,"2,355.08",18,423.92,211.96,211.96,,,,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038557035,,,,,,
At home live sales,LIVE,4088192539,"March 31, 2026","March 1, 2026",265755,,SUBSCRIPTION_RENEWAL,CFLIVE_IOS_1201,Yearly,,Credit,,,,0,,"1,999",,,"1,999",APPLE_IN_APP,,APPLE_IN_APP,,0,,,,,,,,,,,,,,,,,APPLE_IN_APP,APPLE_IN_APP,APPLE_IN_APP,0,,0,"1,694.07",18,304.93,,,,,,,,,,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088809937,"March 31, 2026","March 1, 2026",100340886,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,91,153",Credit,"45,550","13,619","1,690",0,140,"13,759.75",,,"15,449.75",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Gym Botanical Garden Rd,2660,GYM,Hyderabad,TELANGANA,COCO,Cult Botanical Garden Rd(Kondapur),194,GX,Hyderabad,Telangana,Attributed,"April 26, 2026, 12:00 AM",Cult Gym Botanical Garden Rd,2660,PAYU,EMI Credit Card,Credit Trns,233.92,15.14,0,"12,971.19",5,648.56,324.28,324.28,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038555731,0000826707,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088772822,"March 31, 2026","March 1, 2026",106198712,,CUREFIT_APP,CULTPACK_ro7B7x,12 Month cultpass ELITE,"9,08,90,743",Credit,"58,150","18,200",,0,140,"18,340",,,"18,340",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Gym Lajpat Nagar,2511,GYM,Gurgaon,,COCO,Cult Defence Colony(South Extension ),2513,GX,Gurgaon,DELHI,Attributed,"April 8, 2026, 12:00 AM",Cult Gym Lajpat Nagar,2511,HDFC,EMI Credit Card,HDFC,220.08,20.17,0,"17,333.33",5,866.67,433.33,433.33,118.64,18,21.36,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038555391,0000826390,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088749925,"March 31, 2026","March 1, 2026",103083880,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,90,683",Credit,"45,550","13,619","1,690",0,140,"13,759.75",,,"15,449.75",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Neeladri Road ECity,1192,GX,Bangalore,Karnataka,FOFO,Cult Neeladri Road ECity(Electronic City),1192,GX,Bangalore,Karnataka,Curefit_Attributed,"April 1, 2026, 5:30 AM",cure.fit GX Bangalore,2153,HDFC,EMI Credit Card,HDFC,165.12,15.14,0,"12,971.19",5,648.56,324.28,324.28,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038555343,0000826344,,,,,
GYM PT Pipeline,GYMFIT_PT,4088407158,"March 31, 2026","March 1, 2026",106159547,,CUREFIT_APP,GYMPT130,Level 4 Personal Training - 1 Session,,Credit,"2,200",0,,0,,0,,,0,MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Kasavanahalli,1176,GYM,Bangalore,Karnataka,FOFO,Cult Gym Kasavanahalli,1176,,,Karnataka,,,,,CASH,CASH,CASH,,,0,0,5,0,0,0,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038552345,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087620011,"March 31, 2026","March 1, 2026",63730251,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,78,762",Credit,"45,550","13,619","1,690",0,140,"13,759.75",,,"15,449.75",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Kasavanahalli,1186,GX,Bangalore,Karnataka,FOFO,Cult Kasavanahalli(Kasavanahalli),1186,GX,Bangalore,Karnataka,Curefit_Attributed,"April 6, 2026, 12:00 AM",cure.fit GX Bangalore,2153,HDFC,EMI Credit Card,HDFC,165.12,15.14,0,"12,971.19",5,648.56,324.28,324.28,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038546617,0000819675,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088654066,"March 31, 2026","March 1, 2026",101233930,,CUREFIT_APP,CULTPACK_LtjwEf,12 Month CultPass Elite Plus,"9,08,89,548",Credit,"47,000","16,200",,0,140,"16,340",,,"16,340",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Akshaynagar,1098,GYM,Bangalore,Karnataka,COCO,Cult Gym Akshaynagar(Akshayanagar),1098,GYM,Bangalore,Karnataka,Attributed,"May 26, 2026, 5:30 AM",Cult Gym Akshaynagar,1098,CASHFREE,UPI,Trns > 2K,1.63,17.97,0,"15,428.57",5,771.43,385.71,385.71,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038554391,0000825520,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4087960691,"March 31, 2026","March 1, 2026",105265067,,CUREFIT_APP,GYMFIT_rbPHQa,12 Months cultpass PRO,"9,08,82,789",Credit,"23,990","11,250",,0,140,"11,390",,,"11,390",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,cult neo gym Uppal,3022,GYM,Hyderabad,TELANGANA,COCO,cult neo gym Uppal(Uppal),3022,GYM,Hyderabad,TELANGANA,Attributed,"April 6, 2026, 12:00 AM",cult neo gym Uppal,3022,CASHFREE,CREDIT CARD,Credit Trns,197.05,12.53,0,"10,714.29",5,535.71,267.86,267.86,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038548976,0000821345,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088064065,"March 31, 2026","March 1, 2026",96720831,,CUREFIT_APP,CULTPACK_ro7B7x,12 Month cultpass ELITE,"9,08,83,844",Credit,"58,150","18,200",,0,140,"18,340",,,"18,340",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Battle Fit Gym (Sarvodaya Enclave),1496,GYM,Gurgaon,Delhi,MARKETPLACE,Battle Fit Gym (Sarvodaya Enclave)(Sarvodaya Enclave),1496,GYM,Gurgaon,Delhi,Attributed,"June 11, 2026, 5:30 AM",Battle Fit Gym (Sarvodaya Enclave),1496,CASHFREE,UPI,Trns > 2K,1.83,20.17,0,"17,333.33",5,866.67,433.33,433.33,118.64,18,21.36,07AAGCC5859A1ZR,SELLER_CULT_DEL,Cultfit Healthcare Private Limited,0038549665,0000821862,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088763071,"March 31, 2026","March 1, 2026",106198749,,CUREFIT_APP,CULTPACK_sQa3Vx,12 Month cultpass ELITE,"9,08,90,680",Credit,"63,450","22,799",,0,140,"22,939",,,"22,939",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Prabhadevi,1031,GYM,Mumbai,Maharashtra,FOFO,Cult Prabhadevi (Prabhadevi),294,GX,Mumbai,Maharashtra,Attributed,"April 1, 2026, 5:30 AM",Cult Gym Prabhadevi,1031,EASEBUZZ,CREDIT CARD,Credit Trns,378.49,25.23,0,"21,713.33",5,"1,085.67",542.83,542.83,118.64,18,21.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038555335,0000826337,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4086894054,"March 31, 2026","March 1, 2026",93669164,,CUREFIT_APP,CULTPACK_eLzPyu,12 Month cultpass ELITE,,Debit,"58,150","15,890",,,,,,"15,890","-15,890",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Nungambakkam(Nungambakkam),494,GX,Chennai,Tamil Nadu,FOFO,Cult Nungambakkam(Nungambakkam),494,,,Tamil Nadu,Not_Yet_Attributed,,,,,,,,,0,"-15,133.33",5,-756.67,,,,,,,,,,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088001322,"March 31, 2026","March 1, 2026",93849301,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,83,221",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Panathur,1140,GYM,Bangalore,Karnataka,FOFO,Cult Panathur(Panathur),1141,GX,Bangalore,Karnataka,Attributed,"April 6, 2026, 12:00 AM",Cult Gym Panathur,1140,HDFC,CREDIT CARD,Credit Trns,185.4,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038549262,0000821549,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088035267,"March 31, 2026","March 1, 2026",101638947,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,83,537",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym KR Puram,789,GYM,Bangalore,Karnataka,FOFO,Cult KR Puram(KR Puram),790,GX,Bangalore,Karnataka,Attributed,"April 1, 2026, 5:30 AM",Cult Gym KR Puram,789,CASHFREE,UPI,Trns > 2K,1.55,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038549482,0000821715,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088709013,"March 31, 2026","March 1, 2026",80725028,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,90,057",Credit,"45,550","14,857",452,0,140,"14,997.83",,,"15,449.83",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,"cult Gym Basavanagudi, DV Gundappa Rd.",3242,GYM,Bangalore,,FOFO,Cult Basavanagudi DV Gundappa Rd(Basavanagudi),3247,GX,Bangalore,,Attributed,"April 3, 2026, 5:30 AM","cult Gym Basavanagudi, DV Gundappa Rd.",3242,HDFC,EMI Credit Card,HDFC,179.97,16.5,0,"14,150.31",5,707.52,353.76,353.76,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038554847,0000825899,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088866119,"March 31, 2026","March 1, 2026",91945557,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,91,584",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,GymX Prime (Belathur),3077,GYM,Bangalore,,MARKETPLACE,GymX Prime (Belathur)(Belathur),3077,GYM,Bangalore,,Attributed,"April 15, 2026, 12:00 AM",GymX Prime (Belathur),3077,CASHFREE,UPI,Trns > 2K,1.55,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038556245,0000827132,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088498959,"March 31, 2026","March 1, 2026",100386182,,CUREFIT_APP,GYMFIT_rbPHQa,12 Months cultpass PRO,"9,08,88,142",Credit,"23,990","11,333",317,0,140,"11,473.05",,,"11,790.05",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Millennium Fitness Club,47,GYM,Hyderabad,Telangana,MARKETPLACE,Millennium Fitness Club(Panjagutta),47,GYM,Hyderabad,Telangana,Attributed,"April 17, 2026, 12:00 AM",Millennium Fitness Club,47,PAYU,EMI Credit Card,Credit Trns,195.04,12.62,0,"10,793.38",5,539.67,269.83,269.83,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038553161,0000824519,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087500080,"March 31, 2026","March 1, 2026",106140662,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,77,854",Credit,"45,550","13,660","1,000",0,140,"13,800",,,"14,800",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Mahadevapura,134,GX,Bangalore,Karnataka,COCO,Cult Mahadevapura (Mahadevpura),134,GX,Bangalore,Karnataka,Not_Yet_Attributed,,Cult Mahadevapura ,134,HDFC,EMI Credit Card,HDFC,165.6,15.18,0,"13,009.52",5,650.48,325.24,325.24,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038545918,0000819258,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4087931785,"March 31, 2026","March 1, 2026",105836644,,GYMFIT_PARTNER,GYMFIT_rbPHQa,12 Months cultpass PRO,"9,08,82,562",Credit,"23,990","11,250",,0,140,"11,390",,,"11,390",PAYTM_POS,POS,PAYTM_POS,POS,0,,Pledge Fitness,37,GYM,Hyderabad,Telangana,MARKETPLACE,Pledge Fitness(Kukatpally),37,GYM,Hyderabad,Telangana,Attributed,"April 1, 2026, 12:00 AM",Pledge Fitness,37,PAYTM_POS,UPI,Trns > 2K,0,,0,"10,714.29",5,535.71,267.86,267.86,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038548820,0000821235,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089033588,"March 31, 2026","March 1, 2026",103369147,,CUREFIT_NEW_WEBSITE,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,93,047",Credit,"45,550","14,613",697,0,140,"14,753.2",,,"15,450.2",RAZORPAY,EMI,RAZORPAY,EMI,0,,Cult Gym Neeladri Road ECity,1191,GYM,Bangalore,Karnataka,FOFO,Cult Neeladri Road ECity(Electronic City),1192,GX,Bangalore,Karnataka,Attributed,"April 6, 2026, 12:00 AM",Cult Gym Neeladri Road ECity,1191,RAZORPAY,DINER CARD,DINER CARD,368.83,,0,"13,917.33",5,695.87,347.93,347.93,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038557633,0000828295,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088998474,"March 31, 2026","March 1, 2026",106108785,,CUREFIT_APP,CULTPACK_LlWz5R,12 Month cultpass ELITE,"9,08,92,786",Credit,"43,380","15,099",,0,140,"15,239",,,"15,239",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Oxofit Premium Fitness,3428,GYM,Pune,MAHARASHTRA,MARKETPLACE,Gold’s Gym Hadapsar(Magarpatta City),691,GYM,Pune,Maharashtra,Attributed,"April 1, 2026, 5:30 AM",Oxofit Premium Fitness,3428,CASHFREE,UPI,Trns > 2K,1.52,16.76,0,"14,380",5,719,359.5,359.5,118.64,18,21.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038557426,0000828123,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088375225,"March 31, 2026","March 1, 2026",95624084,,GYMFIT_PARTNER,GYMFIT_XlEFrq,12 Months cultpass PRO,"9,08,86,948",Credit,"27,990","12,950",,0,140,"13,090",,,"13,090",MANUAL,MANUAL,MANUAL,MANUAL,0,,Universal Gym,69,GYM,Gurgaon,Haryana,MARKETPLACE,"Universal Gym(MG Road, Gurgaon)",69,GYM,Gurgaon,Haryana,Attributed,"May 11, 2026, 12:00 AM",Universal Gym,69,CASH,CASH,CASH,,,0,"12,333.33",5,616.67,308.33,308.33,118.64,18,21.36,06AAGCC5859A1ZT,SELLER_CULT_GGN,Cultfit Healthcare Private Limited,0038552068,0000823654,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088022332,"March 31, 2026","March 1, 2026",6179635,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,83,429",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Kalyan Nagar 5th Block,1026,GYM,Bangalore,Karnataka,COCO,Gold's Gym (Kalyan Nagar)(Kalyan Nagar),733,GYM,Bangalore,Karnataka,Attributed,"April 13, 2026, 12:00 AM",Cult Gym Kalyan Nagar 5th Block,1026,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038549407,0000821653,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087842123,"March 31, 2026","March 1, 2026",106188880,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,81,506",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Hesarghatta Road,1962,GYM,Bangalore,,FOFO,Cult Hesaraghatta Road(Others),1967,GX,Bangalore,,Attributed,"April 5, 2026, 12:00 AM",Cult Gym Hesarghatta Road,1962,HDFC,CREDIT CARD,Credit Trns,185.4,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038548227,0000820803,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088745536,"March 31, 2026","March 1, 2026",33831407,,GYMFIT_PARTNER,CULTPACK_m3mOwR,12 Months cultpass Select,"9,08,90,386",Credit,"70,290","20,588",,0,140,"20,728",,,"20,728",MANUAL,MANUAL,MANUAL,MANUAL,0,,Gold's Gym (Lower Parel),720,GYM,Mumbai,Maharashtra,COCO,Gold's Gym (Lower Parel)(Lower Parel),720,GYM,Mumbai,Maharashtra,Attributed,"July 1, 2026, 5:30 AM",Gold's Gym (Lower Parel),720,CASH,CASH,CASH,,,0,"19,607.62",5,980.38,490.19,490.19,118.64,18,21.36,27AAACL2475P1Z1,SELLER_F2_MAHARASHTRA,F2 Fun and Fitness (India) Private Limited,0038555109,0000826142,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088048017,"March 31, 2026","March 1, 2026",97519032,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,83,682",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Millennium Fitness Club (Banjara Hills),1167,GYM,Hyderabad,Telangana,MARKETPLACE,Cult Banjara Hills(Banjara Hills),167,GX,Hyderabad,Telangana,Attributed,"March 31, 2026, 5:30 AM",Millennium Fitness Club (Banjara Hills),1167,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038549565,0000821783,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088413582,"March 31, 2026","March 1, 2026",105889802,,GYMFIT_PARTNER,CULTPACK_Ms5Zog,12 Month cultpass ELITE,"9,08,87,327",Credit,"45,550","16,440",,0,,"16,440",,,"16,440",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Station Road,2100,GYM,Gulbarga,,FOFO,Cult Gym Station Road(Shambhognlli),2100,GYM,Gulbarga,,Attributed,"April 1, 2026, 5:30 AM",Cult Gym Station Road,2100,CASH,CASH,CASH,,,0,"15,657.14",5,782.86,391.43,391.43,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038552400,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088247826,"March 31, 2026","March 1, 2026",94134663,,CUREFIT_APP,CULTPACK_eLzPyu,12 Month cultpass ELITE,"9,08,85,686",Credit,"58,150","14,178","1,711",0,,"14,178.73",,,"15,889.73",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Nungambakkam,494,GX,Chennai,Tamil Nadu,FOFO,Cult Nungambakkam(Nungambakkam),494,GX,Chennai,Tamil Nadu,Attributed,"July 20, 2026, 5:30 AM",Cult Nungambakkam,494,HDFC,EMI Credit Card,HDFC,170.14,15.6,0,"13,503.55",5,675.18,337.59,337.59,,,,33AAGCC6845A1Z0,SELLER_CULT_TN_2,Curefit Services Private Limited,0038551068,,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4087752273,"March 31, 2026","March 1, 2026",106187917,,CUREFIT_APP,GYMFIT_XlEFrq,12 Months cultpass PRO,"9,08,79,898",Credit,"27,990","12,608",341,0,140,"12,748.54",,,"13,089.54",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Neo Gym Adarsh Nagar,3412,GYM,Gurgaon,,COCO,Cult Neo Gym Adarsh Nagar(Adarsh Nagar),3412,GYM,Gurgaon,,Attributed,"April 6, 2026, 12:00 AM",Cult Neo Gym Adarsh Nagar,3412,PAYU,EMI Credit Card,Credit Trns,216.73,14.02,0,"12,008.13",5,600.41,300.2,300.2,118.64,18,21.36,06AAGCC5859A1ZT,SELLER_CULT_GGN,Cultfit Healthcare Private Limited,0038547636,0000820381,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087916818,"March 31, 2026","March 1, 2026",47754141,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,82,373",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Indiranagar 6th Main,1071,GYM,Bangalore,Karnataka,COCO,Cult Indiranagar (Indiranagar),115,GX,Bangalore,Karnataka,Attributed,"May 11, 2026, 5:30 AM",Cult Gym Indiranagar 6th Main,1071,HDFC,CREDIT CARD,Credit Trns,177.6,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038548687,0000821141,,,,,
