category,article_type,majority_service,style_id,product_total_gmv,category_total_gmv,overall_total_gmv,overall_category_percentage_contribution,category__product_percentage_contribution,overall_product_percentage_contribution,rnk
Indoor Equipment,Treadmill,GX,802153,1392015,370477394,1078814296,34.341164681785045,0.37573547604904606,0.12903193859789192,60
Indoor Equipment,Spin Bike,HYBRID_GX,,1386117,370477394,1078814296,34.341164681785045,0.3741434760794069,0.12848522726658418,61
Indoor Equipment,Treadmill,PLAY,,1365260,370477394,1078814296,34.341164681785045,0.36851371287717494,0.12655190101411112,62
Indoor Equipment,Treadmill,OTHERS,805012,1282625,370477394,1078814296,34.341164681785045,0.3462087082160808,0.11889210263116498,63
Indoor Equipment,Rowing Machine,OTHERS,900060,1237874,370477394,1078814296,34.341164681785045,0.3341294286905937,0.11474393735694433,64
Indoor Equipment,Treadmill,GYM,805014,1228765,370477394,1078814296,34.341164681785045,0.33167070917152913,0.11389958443783915,65
Indoor Equipment,Treadmill,OTHERS,805011,1208712,370477394,1078814296,34.341164681785045,0.32625796325915635,0.11204078445026465,66
Indoor Equipment,Walkpad,GYM,805001,1168930,370477394,1078814296,34.341164681785045,0.31551992616316016,0.10835321744753741,67
Indoor Equipment,Treadmill,GYM,805010,1126959,370477394,1078814296,34.341164681785045,0.3041910298041019,0.10446274249224446,68
Indoor Equipment,Walkpad,GYM,805002,1108894,370477394,1078814296,34.341164681785045,0.29931488883232643,0.10278821889101106,69
Indoor Equipment,Treadmill,OTHERS,805055,1104996,370477394,1078814296,34.341164681785045,0.2982627328673123,0.10242689627835633,70
Indoor Equipment,Rowing Machine,OTHERS,802155,1100645,370477394,1078814296,34.341164681785045,0.2970883022352505,0.10202358312092667,71
Indoor Equipment,Treadmill,HYBRID_GYM,900111,1098192,370477394,1078814296,34.341164681785045,0.29642618356357797,0.10179620385749874,72
Indoor Equipment,Treadmill,HYBRID_GYM,900033,1089896,370477394,1078814296,34.341164681785045,0.29418691063239344,0.10102721145252601,73
Indoor Equipment,Elliptical,HYBRID_GYM,,1076582,370477394,1078814296,34.341164681785045,0.29059316909360466,0.09979307875245286,74
Indoor Equipment,Massage Chair,OTHERS,805108,1075485,370477394,1078814296,34.341164681785045,0.29029706465706784,0.09969139304027168,75
Indoor Equipment,Strength,HYBRID_GX,,1064484,370477394,1078814296,34.341164681785045,0.28732765270962796,0.09867166239332076,76
Indoor Equipment,Treadmill,HYBRID_GYM,801724,1041587,370477394,1078814296,34.341164681785045,0.2811472486226784,0.09654923964782164,77
Indoor Equipment,Walkpad,GYM,,1040730,370477394,1078814296,34.341164681785045,0.28091592546669664,0.09646980058187883,78
Indoor Equipment,Treadmill,OTHERS,900032,1010983,370477394,1078814296,34.341164681785045,0.2728865556639064,0.09371242147499313,79
Indoor Equipment,Strength,OTHERS,900181,1002752,370477394,1078814296,34.341164681785045,0.2706648276628722,0.09294945420337664,80
Indoor Equipment,Rowing Machine,OTHERS,900059,938135,370477394,1078814296,34.341164681785045,0.25322327763944485,0.08695982278677554,81
Indoor Equipment,Massage Chair,GYM,804383,927834,370477394,1078814296,34.341164681785045,0.2504428110936237,0.08600497819135315,82
Indoor Equipment,Treadmill,OTHERS,805009,901797,370477394,1078814296,34.341164681785045,0.24341485191941292,0.08359149515756881,83
Indoor Equipment,Treadmill,GYM,900031,871003,370477394,1078814296,34.341164681785045,0.23510287378020156,0.08073706505646824,84
Indoor Equipment,Strength,HYBRID_GYM,700059,870942,370477394,1078814296,34.341164681785045,0.23508640853806048,0.08073141070054934,85
Indoor Equipment,Strength,GX,700059,866304,370477394,1078814296,34.341164681785045,0.2338345102913351,0.08030149426199298,86
Indoor Equipment,Walkpad,GX,,865913,370477394,1078814296,34.341164681785045,0.23372897078843086,0.08026525076749633,87
Indoor Equipment,Walkpad,GYM,805000,863906,370477394,1078814296,34.341164681785045,0.2331872373297897,0.08007921318832802,88
Indoor Equipment,Elliptical,HYBRID_GX,,861448,370477394,1078814296,34.341164681785045,0.23252376904810557,0.07985137045310345,89
Indoor Equipment,Treadmill,HYBRID_GYM,801725,851325,370477394,1078814296,34.341164681785045,0.229791348618696,0.07891302545364119,90
Indoor Equipment,Treadmill,GYM,900030,837098,370477394,1078814296,34.341164681785045,0.22595116829179596,0.07759426280350293,91
Indoor Equipment,Rowing Machine,OTHERS,,805212,370477394,1078814296,34.341164681785045,0.21734443532605932,0.07463861046201783,92
Indoor Equipment,Treadmill,GYM,805012,789450,370477394,1078814296,34.341164681785045,0.21308992472560956,0.07317756197031337,93
Indoor Equipment,Massage Chair,GYM,805109,783489,370477394,1078814296,34.341164681785045,0.2114809196698247,0.07262501089436804,94
